"period","year","month","total_ew_sa","compliq_ew_sa","cvl_ew_sa","admin_ew_sa","total_ew_nsa","compliq_ew_nsa","cvl_ew_nsa","admin_ew_nsa","cva_ew_nsa","rec_ew_nsa","mor_ew_nsa","restplan_ew_nsa","tot_rate_ew","compliq_rate_ew","cvl_rate_ew","admin_rate_ew","cva_rate_ew","rec_rate_ew","adcvl_ew_nsa","adcvl_rate_ew","cvl_with_bulk_ew","cvl_with_bulk_rate_ew","total_sc_nsa","compliq_sc_nsa","cvl_sc_nsa","admin_sc_nsa","cva_sc_nsa","rec_sc_nsa","mor_sc_nsa","restplan_sc_nsa","tot_rate_sc","compliq_rate_sc","cvl_rate_sc","admin_rate_sc","cva_rate_sc","rec_rate_sc","adcvl_sc_nsa","adcvl_rate_sc","total_ni_nsa","compliq_ni_nsa","cvl_ni_nsa","admin_ni_nsa","cva_ni_nsa","rec_ni_nsa","mor_ni_nsa","restplan_ni_nsa","tot_rate_ni","compliq_rate_ni","cvl_rate_ni","admin_rate_ni","cva_rate_ni","rec_rate_ni","adcvl_ni_nsa","adcvl_rate_ni"
"2004-11",2004,11,1167,375,547,148,1203,397,568,141,42,55,"[z]","[z]","81.9","25.1","44.5","8.8","3.3","3.5",31,"0.8",568,"44.5",40,16,17,3,0,4,"[z]","[z]","46","16.6","18.5","2.9","0.9","8",1,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2004-12",2004,12,1267,371,678,144,1255,340,703,138,39,35,"[z]","[z]","80.9","24.7","44","9","3.1","3.2",29,"0.9",703,"44",24,7,11,1,0,5,"[z]","[z]","45.6","16.7","18.2","3","0.7","7.7",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-01",2005,1,1196,354,638,141,1044,330,513,138,43,20,"[z]","[z]","79.4","23.9","43.4","9.2","3","3.1",48,"1.2",513,"43.4",50,25,13,3,1,8,"[z]","[z]","46.7","18","18","3","0.7","7.7",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-02",2005,2,1312,429,638,166,1369,439,673,178,59,20,"[z]","[z]","79.8","24.2","43.3","9.4","3.1","2.8",68,"1.5",673,"43.3",45,25,13,4,1,2,"[z]","[z]","46.6","19.6","17.6","3","0.8","6.4",0,"0.3","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-03",2005,3,1263,363,645,164,1326,332,741,162,56,35,"[z]","[z]","78.3","23.6","42.2","9.7","3.1","2.7",74,"1.9",741,"42.2",48,20,23,2,0,3,"[z]","[z]","46.8","20.3","17.5","3.1","0.7","5.8",0,"0.3","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-04",2005,4,1356,408,660,206,1442,482,658,220,60,22,"[z]","[z]","78.4","23.9","41.8","10.1","3.1","2.5",53,"2.1",658,"41.8",56,25,16,1,1,13,"[z]","[z]","48.4","21","17.9","3.1","0.7","6.4",0,"0.3","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-05",2005,5,1414,450,691,176,1431,496,673,165,59,38,"[z]","[z]","79.4","24.5","42.1","10.4","3.2","2.4",50,"2.4",673,"42.1",37,17,12,4,1,3,"[z]","[z]","48","20.9","17.8","3.1","0.8","6.3",1,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-06",2005,6,1371,431,675,190,1419,444,705,195,47,28,"[z]","[z]","79.8","24.8","42.1","10.6","3.2","2.3",45,"2.6",705,"42.1",56,26,18,2,0,10,"[z]","[z]","49.2","22.2","17.8","2.9","0.5","6.3",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-07",2005,7,1410,492,634,204,1425,478,641,226,46,34,"[z]","[z]","80.4","25.4","41.7","11","3.2","2.2",35,"2.7",641,"41.7",48,22,19,2,2,3,"[z]","[z]","49.8","23.1","18","2.7","0.7","6.1",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-08",2005,8,1408,453,690,210,1332,375,703,199,38,17,"[z]","[z]","81.4","26.3","41.9","11.2","3.1","2",46,"2.9",703,"41.9",39,16,14,5,1,3,"[z]","[z]","48.6","22.7","17.4","2.7","0.7","5.8",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-09",2005,9,1490,589,627,214,1467,601,601,205,42,18,"[z]","[z]","81.6","26.4","41.7","11.5","3.1","2",56,"3.1",601,"41.7",35,13,14,7,0,1,"[z]","[z]","48.4","22.3","17.2","3.3","0.7","5.6",0,"0.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-10",2005,10,1356,487,618,195,1343,489,587,211,33,23,"[z]","[z]","81.7","27","41.3","11.6","3","1.8",57,"3.1",587,"41.3",53,20,22,10,0,1,"[z]","[z]","49","21.7","18","4.1","0.7","5.2",0,"0.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-11",2005,11,1331,356,675,226,1387,394,702,217,39,35,"[z]","[z]","82.4","27.1","41.7","11.9","3","1.7",65,"3.3",702,"41.7",45,21,12,8,1,3,"[z]","[z]","49.1","22.1","17.4","4.6","0.7","5.1",0,"0.1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2005-12",2005,12,1309,420,645,195,1232,373,640,170,34,15,"[z]","[z]","81.7","27","41.2","12","2.9","1.6",53,"3.4",640,"41.2",30,7,13,6,0,4,"[z]","[z]","49.4","21.9","17.5","5","0.7","5",1,"0.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-01",2006,1,1607,564,733,250,1480,534,622,264,47,13,"[z]","[z]","83.3","27.7","41.5","12.6","2.9","1.6",63,"3.5",622,"41.5",43,22,15,4,1,1,"[z]","[z]","48.5","21.6","17.6","5.1","0.7","4.3",0,"0.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-02",2006,2,1441,463,689,237,1518,487,727,252,24,28,"[z]","[z]","83.8","27.8","41.5","12.9","2.7","1.6",64,"3.4",727,"41.5",53,24,16,8,0,5,"[z]","[z]","49.1","21.4","17.8","5.4","0.6","4.6",0,"0.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-03",2006,3,1413,433,672,228,1585,452,822,231,45,35,"[z]","[z]","84.6","28.2","41.7","13.2","2.7","1.6",76,"3.4",822,"41.7",57,20,19,14,0,4,"[z]","[z]","49.7","21.3","17.3","6.5","0.6","4.7",0,"0.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-04",2006,4,1309,410,635,206,1248,406,574,210,47,11,"[z]","[z]","83.4","27.9","41","13","2.6","1.5",66,"3.5",574,"41",50,25,13,3,2,7,"[z]","[z]","48.8","21.1","17","6.6","0.7","4.1",0,"0.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-05",2006,5,1341,390,656,218,1402,437,675,213,51,26,"[z]","[z]","82.7","27.3","40.7","13.2","2.5","1.4",64,"3.5",675,"40.7",40,23,8,6,0,3,"[z]","[z]","48.9","21.6","16.5","6.8","0.6","4.1",0,"0.1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-06",2006,6,1352,397,661,227,1407,420,690,230,48,19,"[z]","[z]","82","26.9","40.4","13.3","2.5","1.4",76,"3.6",690,"40.4",65,28,22,9,1,5,"[z]","[z]","49.4","21.6","16.8","7.4","0.7","3.6",0,"0.1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-07",2006,7,1302,370,664,218,1330,381,664,235,35,15,"[z]","[z]","81.1","26.3","40.3","13.3","2.4","1.3",76,"3.8",664,"40.3",40,20,11,6,0,3,"[z]","[z]","48.6","21.4","16","7.7","0.5","3.6",2,"0.3","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-08",2006,8,1481,549,653,227,1388,456,655,225,42,10,"[z]","[z]","80.2","25.9","39.8","13.3","2.4","1.2",74,"3.9",655,"39.8",62,40,9,11,1,1,"[z]","[z]","50.4","23.4","15.5","8.2","0.5","3.4",2,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-09",2006,9,1399,454,680,226,1331,449,634,209,31,8,"[z]","[z]","79.7","25.6","39.7","13.2","2.4","1.2",100,"4.1",634,"39.7",41,27,12,1,0,1,"[z]","[z]","50.7","24.5","15.2","7.6","0.5","3.4",1,"0.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-10",2006,10,1408,451,673,218,1427,463,663,235,43,23,"[z]","[z]","79.6","25.3","39.8","13.3","2.4","1.2",91,"4.3",663,"39.8",55,32,15,6,1,1,"[z]","[z]","50.5","25.4","14.5","7.2","0.6","3.3",2,"0.7","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-11",2006,11,2186,471,642,1027,2263,537,666,1014,37,9,"[z]","[z]","83.6","26","39.4","17.1","2.4","1",69,"4.3",666,"39.4",51,24,20,6,0,1,"[z]","[z]","50.8","25.5","15.1","7","0.5","3.1",2,"0.9","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2006-12",2006,12,1311,466,620,185,1170,396,585,149,32,8,"[z]","[z]","82.6","25.8","38.9","16.9","2.3","1",87,"4.4",585,"38.9",39,17,8,12,0,2,"[z]","[z]","51.3","26.3","14.6","7.5","0.5","3",2,"1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-01",2007,1,1342,450,629,220,1285,436,558,248,34,9,"[z]","[z]","81.6","25.6","38.3","16.7","2.3","1",101,"4.6",558,"38.3",43,25,17,1,0,0,"[z]","[z]","51.1","26.4","14.7","7.2","0.4","2.9",2,"1.1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-02",2007,2,1317,442,635,196,1379,465,664,206,32,12,"[z]","[z]","80.3","25.4","37.7","16.4","2.3","0.9",85,"4.6",664,"37.7",75,37,17,17,0,4,"[z]","[z]","52.6","27.3","14.7","7.9","0.4","2.7",0,"1.1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-03",2007,3,1305,480,567,222,1409,483,670,220,29,7,"[z]","[z]","78.8","25.2","36.7","16.2","2.2","0.7",90,"4.7",670,"36.7",55,29,15,3,3,5,"[z]","[z]","51.9","27.9","14.3","6.9","0.7","2.8",3,"1.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-04",2007,4,1291,476,605,167,1262,473,571,175,35,8,"[z]","[z]","78.3","25.3","36.4","15.9","2.1","0.7",97,"4.8",571,"36.4",74,39,10,8,1,16,"[z]","[z]","53.7","28.9","13.9","7.3","0.6","3.6",2,"1.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-05",2007,5,1123,450,483,156,1175,486,502,153,26,8,"[z]","[z]","76.8","25.3","35.3","15.5","2","0.6",87,"4.9",502,"35.3",78,55,19,4,0,0,"[z]","[z]","56.5","31.4","14.7","7.1","0.6","3.3",2,"1.7","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-06",2007,6,1482,424,733,265,1488,440,735,253,41,19,"[z]","[z]","76.7","25.3","35.3","15.5","1.9","0.6",100,"4.9",735,"35.3",44,27,12,4,0,1,"[z]","[z]","54.4","31.1","13.8","6.6","0.5","2.9",2,"1.8","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-07",2007,7,1320,440,619,205,1390,475,636,223,50,6,"[z]","[z]","76.3","25.5","34.9","15.3","2","0.6",93,"5",636,"34.9",63,45,9,3,1,5,"[z]","[z]","55.9","33","13.5","6.3","0.6","3.1",2,"1.8","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-08",2007,8,1285,416,596,225,1207,342,591,226,38,10,"[z]","[z]","75","24.9","34.3","15.2","2","0.6",80,"5",591,"34.3",33,20,10,3,0,0,"[z]","[z]","53.2","31.1","13.5","5.6","0.5","3",0,"1.6","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-09",2007,9,1476,452,730,245,1341,417,661,214,40,9,"[z]","[z]","74.6","24.6","34.2","15.1","2","0.6",91,"4.9",661,"34.2",41,28,7,5,1,0,"[z]","[z]","52.7","31","13","5.9","0.6","2.9",0,"1.6","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-10",2007,10,1300,345,686,213,1351,360,705,230,38,18,"[z]","[z]","74.3","24.6","34.2","15","2","0.6",110,"4.9",705,"34.2",49,26,3,7,0,13,"[z]","[z]","52","30.3","12","5.9","0.5","3.8",0,"1.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-11",2007,11,1313,403,657,210,1398,466,678,211,34,9,"[z]","[z]","69.4","23.5","34","11.3","1.9","0.6",83,"5",678,"34",32,21,6,3,0,2,"[z]","[z]","50.1","29.8","10.8","5.7","0.5","3.9",1,"1.3","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2007-12",2007,12,1075,387,493,171,944,322,462,136,20,4,"[z]","[z]","68.4","23.4","33.3","11.2","1.9","0.5",75,"4.9",462,"33.3",32,24,4,2,1,1,"[z]","[z]","49.2","30.2","10.4","4.8","0.6","3.8",0,"1.1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-01",2008,1,1494,351,792,276,1413,335,700,303,62,13,"[z]","[z]","68.9","23.2","33.8","11.4","2","0.5",114,"4.9",700,"33.8",40,30,5,5,0,0,"[z]","[z]","48.7","30.4","9.3","5.1","0.6","3.8",1,"1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-02",2008,2,1382,392,680,262,1492,423,738,283,34,14,"[z]","[z]","69.3","23.2","33.9","11.7","2","0.6",80,"4.9",738,"33.9",38,29,2,7,0,0,"[z]","[z]","45.5","29.6","8.1","4.3","0.6","3.4",2,"1.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-03",2008,3,1411,377,696,286,1410,322,764,272,43,9,"[z]","[z]","69","22.4","34.2","11.8","2","0.6",76,"4.8",764,"34.2",48,38,4,3,0,3,"[z]","[z]","44.9","30.2","7.2","4.3","0.3","3.2",0,"0.9","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-04",2008,4,1486,397,697,339,1594,452,725,364,42,11,"[z]","[z]","70.5","22.5","34.8","12.6","2.1","0.6",67,"4.7",725,"34.8",77,60,7,8,0,2,"[z]","[z]","45","31.7","6.9","4.2","0.2","2.1",0,"0.8","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-05",2008,5,1602,456,797,303,1602,465,805,286,35,11,"[z]","[z]","71.9","22.2","36","13.2","2.1","0.6",91,"4.7",805,"36",59,35,2,18,2,2,"[z]","[z]","43.1","30","5.6","5.3","0.4","2.3",0,"0.6","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-06",2008,6,1576,454,757,305,1596,493,759,284,53,7,"[z]","[z]","72.1","22.4","36","13.3","2.1","0.5",65,"4.5",759,"36",70,53,1,15,0,1,"[z]","[z]","45","31.9","4.7","6.2","0.4","2.3",1,"0.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-07",2008,7,1846,548,860,324,2012,622,914,362,44,70,"[z]","[z]","74.5","22.8","37.1","13.8","2.1","0.8",110,"4.5",914,"37.1",74,45,7,14,1,7,"[z]","[z]","45.6","31.7","4.5","7","0.4","2.4",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-08",2008,8,1726,498,846,321,1503,376,772,294,57,4,"[z]","[z]","75.6","23","37.8","14.1","2.2","0.8",71,"4.5",772,"37.8",95,55,11,24,0,5,"[z]","[z]","50.2","34.3","4.6","8.6","0.4","2.8",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-09",2008,9,1859,489,921,370,1791,469,901,342,66,13,"[z]","[z]","77.7","23.6","38.7","14.6","2.3","0.8",82,"4.4",901,"38.7",78,55,6,14,0,3,"[z]","[z]","52.9","36.2","4.5","9.2","0.3","3",1,"0.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-10",2008,10,2617,508,908,1133,2732,526,936,1202,46,22,"[z]","[z]","83","23.6","39.7","18.8","2.3","0.8",79,"4.3",936,"39.7",93,56,7,25,1,4,"[z]","[z]","56","38.4","4.7","10.6","0.4","2.3",0,"0.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-11",2008,11,2025,500,1018,436,1985,540,966,408,52,19,"[z]","[z]","85.8","24.2","41","19.7","2.4","0.9",79,"4.3",966,"41",94,55,18,21,0,0,"[z]","[z]","60.5","40.8","5.6","11.9","0.4","2.1",0,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2008-12",2008,12,2145,525,1117,444,2040,471,1110,400,50,9,"[z]","[z]","90.4","24.8","43.8","20.9","2.5","0.9",74,"4.3",1110,"43.8",79,47,8,23,0,1,"[z]","[z]","64","42.4","5.9","13.5","0.3","2.1",2,"0.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-01",2009,1,1982,497,1043,389,1800,464,883,400,47,6,"[z]","[z]","91.8","24.8","44.8","21.4","2.5","0.9",89,"4.2",883,"44.8",90,54,16,14,0,6,"[z]","[z]","67.7","44.2","6.8","14.1","0.3","2.6",0,"0.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-02",2009,2,2116,569,1118,374,2160,573,1140,392,43,12,"[z]","[z]","94.9","25.4","46.7","21.9","2.5","0.8",116,"4.4",1140,"46.7",90,42,17,29,2,0,"[z]","[z]","71.4","45.1","7.9","15.8","0.5","2.6",1,"0.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-03",2009,3,2363,505,1284,503,2660,518,1562,509,64,7,"[z]","[z]","100.9","26.6","50.4","23","2.6","0.8",135,"4.6",1562,"50.4",105,55,12,35,0,3,"[z]","[z]","75.6","46.4","8.5","18.2","0.5","2.6",2,"0.5","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-04",2009,4,2132,530,1223,314,2125,512,1208,340,57,8,"[z]","[z]","103.6","26.8","52.8","23.1","2.7","0.8",100,"4.8",1208,"52.8",84,38,18,26,1,1,"[z]","[z]","76.1","44.7","9.3","19.6","0.5","2.5",1,"0.6","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-05",2009,5,2026,440,1144,366,1957,428,1113,340,51,25,"[z]","[z]","105.9","26.9","54.6","23.5","2.8","0.9",118,"5",1113,"54.6",81,53,7,19,0,2,"[z]","[z]","78","46.1","9.7","19.6","0.4","2.5",1,"0.7","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-06",2009,6,2117,493,1224,348,2230,580,1258,340,45,7,"[z]","[z]","109.7","27.8","57.2","23.9","2.8","0.9",154,"5.4",1258,"57.2",104,45,18,34,2,5,"[z]","[z]","80.4","45.5","11","21.1","0.5","2.8",2,"0.8","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-07",2009,7,2028,535,1099,330,2203,605,1162,372,55,9,"[z]","[z]","111.1","27.8","58.6","24.1","2.9","0.6",119,"5.5",1162,"58.6",79,43,17,17,0,2,"[z]","[z]","80.9","45.4","11.8","21.3","0.5","2.4",3,"1","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-08",2009,8,1893,334,1121,368,1675,250,1017,338,62,8,"[z]","[z]","112.7","27.5","60.1","24.4","2.9","0.7",110,"5.7",1017,"60.1",82,43,13,14,0,12,"[z]","[z]","80","44.5","11.9","20.6","0.5","3",3,"1.2","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-09",2009,9,1926,433,1138,274,1825,398,1099,247,73,8,"[z]","[z]","113.1","27","61.3","24.1","2.9","0.6",122,"5.9",1099,"61.3",68,37,10,18,0,3,"[z]","[z]","79.3","43.2","12.2","20.9","0.5","3",4,"1.4","[x]","[x]","[x]","[x]","[x]","[x]","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
"2009-10",2009,10,1785,449,1010,266,1785,450,1005,270,58,2,"[z]","[z]","109.6","27.3","61.8","19.9","3","0.5",139,"6.2",1005,"61.8",72,44,13,12,1,2,"[z]","[z]","77.9","42.4","12.7","20","0.5","2.8",2,"1.6","[x]","[x]","6","3","1","0","[z]","[z]","[x]","[x]","[x]","[x]","[x]","[x]","[x]","[x]"
