period,year,month,EW_total_individuals_SA,EW_bankruptcy_SA,EW_DRO_SA,EW_IVA_SA,EW_total_individuals_NSA,EW_bankruptcy_NSA,EW_DRO_NSA,EW_IVA_NSA,EW_IVA_approved_SA,EW_IVA_approved_NSA,EW_IVA_approved_rate_per_10000,EW_individual_rate_per_10000,EW_bankruptcy_rate_per_10000,EW_DRO_rate_per_10000,EW_IVA_rate_per_10000,EW_creditor_bankrupt_SA,EW_debtor_bankrupt_SA,EW_creditor_bankrupt_NSA,EW_debtor_bankrupt_NSA,EW_self_employed_bankrupt_SA,EW_other_bankrupt_SA,EW_self_employed_bankrupt_NSA,EW_other_bankrupt_NSA,EW_unknown_bankrupt_NSA,EW_total_IPO_IPA_NSA,EW_IPO_NSA,EW_IPA_NSA,EW_total_breathing_space_NSA,EW_standard_breathing_space_NSA,EW_mental_health_breathing_space_NSA
2000-01,2000,1,2652,1858,[z],794,2454,1781,[z],673,743,618,1.9,7.3,5.4,[z],1.9,692,1166,702,1079,[x],[x],[x],[x],1779,[x],[x],[x],[z],[z],[z]
2000-02,2000,2,2433,1735,[z],698,2514,1849,[z],665,711,726,2,7.4,5.4,[z],1.9,593,1142,538,1311,[x],[x],[x],[x],1848,[x],[x],[x],[z],[z],[z]
2000-03,2000,3,2495,1728,[z],767,2859,2038,[z],821,818,826,2,7.4,5.4,[z],2,627,1101,686,1352,[x],[x],[x],[x],2037,[x],[x],[x],[z],[z],[z]
2000-04,2000,4,2378,1657,[z],721,2205,1541,[z],664,724,701,2.1,7.3,5.3,[z],2.1,563,1094,543,998,[x],[x],[x],[x],1538,[x],[x],[x],[z],[z],[z]
2000-05,2000,5,2432,1741,[z],691,2640,1888,[z],752,574,631,2.1,7.4,5.3,[z],2.1,683,1058,775,1113,[x],[x],[x],[x],1886,[x],[x],[x],[z],[z],[z]
2000-06,2000,6,2540,1851,[z],689,2683,1998,[z],685,633,659,2.1,7.5,5.3,[z],2.1,733,1118,811,1187,[x],[x],[x],[x],1997,[x],[x],[x],[z],[z],[z]
2000-07,2000,7,2412,1779,[z],633,2450,1809,[z],641,600,653,2.1,7.4,5.3,[z],2.1,698,1081,718,1091,[x],[x],[x],[x],1805,[x],[x],[x],[z],[z],[z]
2000-08,2000,8,2411,1867,[z],544,2504,1898,[z],606,507,593,2.1,7.5,5.4,[z],2.1,717,1150,685,1213,[x],[x],[x],[x],1896,[x],[x],[x],[z],[z],[z]
2000-09,2000,9,2355,1776,[z],579,2321,1716,[z],605,575,556,2,7.4,5.3,[z],2.1,656,1120,667,1049,[x],[x],[x],[x],1713,[x],[x],[x],[z],[z],[z]
2000-10,2000,10,2450,1858,[z],592,2496,1872,[z],624,574,588,2,7.4,5.4,[z],2,675,1183,663,1209,[x],[x],[x],[x],1870,[x],[x],[x],[z],[z],[z]
2000-11,2000,11,2506,1879,[z],627,2532,1909,[z],623,642,645,1.9,7.4,5.4,[z],2,679,1200,670,1239,[x],[x],[x],[x],1908,[x],[x],[x],[z],[z],[z]
2000-12,2000,12,2449,1847,[z],602,1853,1275,[z],578,621,526,1.9,7.3,5.4,[z],2,642,1205,498,777,[x],[x],[x],[x],1274,[x],[x],[x],[z],[z],[z]
2001-01,2001,1,2323,1753,[z],570,2393,1864,[z],529,575,513,1.9,7.3,5.4,[z],1.9,626,1127,702,1162,[x],[x],[x],[x],1863,[x],[x],[x],[z],[z],[z]
2001-02,2001,2,2662,2039,[z],623,2589,2031,[z],558,609,585,1.9,7.3,5.4,[z],1.9,745,1294,638,1393,[x],[x],[x],[x],2030,[x],[x],[x],[z],[z],[z]
2001-03,2001,3,2511,1943,[z],568,2774,2197,[z],577,560,541,1.8,7.3,5.5,[z],1.8,663,1280,711,1486,[x],[x],[x],[x],2192,[x],[x],[x],[z],[z],[z]
2001-04,2001,4,2701,2132,[z],569,2633,2086,[z],547,547,548,1.7,7.4,5.6,[z],1.8,680,1452,673,1413,[x],[x],[x],[x],2084,[x],[x],[x],[z],[z],[z]
2001-05,2001,5,2473,1941,[z],532,2601,2029,[z],572,512,566,1.7,7.4,5.6,[z],1.8,640,1301,702,1327,[x],[x],[x],[x],2026,[x],[x],[x],[z],[z],[z]
2001-06,2001,6,2427,1930,[z],497,2491,2019,[z],472,468,460,1.7,7.3,5.6,[z],1.7,663,1267,732,1287,[x],[x],[x],[x],2017,[x],[x],[x],[z],[z],[z]
2001-07,2001,7,2537,2013,[z],524,2691,2138,[z],553,536,606,1.7,7.4,5.7,[z],1.7,665,1348,705,1433,[x],[x],[x],[x],2137,[x],[x],[x],[z],[z],[z]
2001-08,2001,8,2457,1951,[z],506,2520,1959,[z],561,478,544,1.7,7.4,5.7,[z],1.7,613,1338,573,1386,[x],[x],[x],[x],1957,[x],[x],[x],[z],[z],[z]
2001-09,2001,9,2426,1925,[z],501,2241,1748,[z],493,505,480,1.6,7.4,5.7,[z],1.7,592,1333,570,1178,[x],[x],[x],[x],1747,[x],[x],[x],[z],[z],[z]
2001-10,2001,10,2496,2002,[z],494,2692,2145,[z],547,488,512,1.6,7.4,5.8,[z],1.6,635,1367,663,1482,[x],[x],[x],[x],2142,[x],[x],[x],[z],[z],[z]
2001-11,2001,11,2346,1911,[z],435,2366,1934,[z],432,446,441,1.6,7.4,5.8,[z],1.6,586,1325,575,1359,[x],[x],[x],[x],1934,[x],[x],[x],[z],[z],[z]
2001-12,2001,12,2461,2015,[z],446,1830,1405,[z],425,482,411,1.5,7.4,5.8,[z],1.5,629,1386,493,912,[x],[x],[x],[x],1402,[x],[x],[x],[z],[z],[z]
2002-01,2002,1,2518,1990,[z],528,2514,2036,[z],478,525,470,1.5,7.4,5.8,[z],1.5,576,1414,634,1402,[x],[x],[x],[x],2035,[x],[x],[x],[z],[z],[z]
2002-02,2002,2,2466,1942,[z],524,2424,1959,[z],465,512,485,1.5,7.3,5.8,[z],1.5,569,1373,494,1465,[x],[x],[x],[x],1959,[x],[x],[x],[z],[z],[z]
2002-03,2002,3,2451,1964,[z],487,2437,2000,[z],437,516,494,1.5,7.2,5.8,[z],1.5,585,1379,590,1410,[x],[x],[x],[x],1998,[x],[x],[x],[z],[z],[z]
2002-04,2002,4,2432,1927,[z],505,2696,2158,[z],538,506,506,1.5,7.3,5.8,[z],1.5,556,1371,604,1554,[x],[x],[x],[x],2156,[x],[x],[x],[z],[z],[z]
2002-05,2002,5,2798,2229,[z],569,2911,2303,[z],608,556,602,1.5,7.3,5.9,[z],1.5,638,1591,681,1622,[x],[x],[x],[x],2299,[x],[x],[x],[z],[z],[z]
2002-06,2002,6,2269,1783,[z],486,2208,1765,[z],443,426,419,1.5,7.3,5.8,[z],1.5,597,1186,619,1146,[x],[x],[x],[x],1762,[x],[x],[x],[z],[z],[z]
2002-07,2002,7,2441,2001,[z],440,2747,2259,[z],488,467,537,1.4,7.3,5.8,[z],1.5,599,1402,676,1583,[x],[x],[x],[x],2257,[x],[x],[x],[z],[z],[z]
2002-08,2002,8,2619,2066,[z],553,2564,1979,[z],585,543,593,1.5,7.3,5.8,[z],1.5,617,1449,569,1410,[x],[x],[x],[x],1978,[x],[x],[x],[z],[z],[z]
2002-09,2002,9,2651,2109,[z],542,2591,2032,[z],559,564,560,1.5,7.4,5.9,[z],1.5,666,1443,658,1374,[x],[x],[x],[x],2028,[x],[x],[x],[z],[z],[z]
2002-10,2002,10,2496,1967,[z],529,2652,2065,[z],587,551,593,1.5,7.3,5.9,[z],1.5,583,1384,594,1471,[x],[x],[x],[x],2061,[x],[x],[x],[z],[z],[z]
2002-11,2002,11,2696,2153,[z],543,2643,2127,[z],516,535,506,1.5,7.4,5.9,[z],1.5,642,1511,636,1491,[x],[x],[x],[x],2125,[x],[x],[x],[z],[z],[z]
2002-12,2002,12,2683,2114,[z],569,2131,1561,[z],570,574,510,1.5,7.5,5.9,[z],1.5,655,1459,527,1034,[x],[x],[x],[x],1555,[x],[x],[x],[z],[z],[z]
2003-01,2003,1,2682,2140,[z],542,2662,2179,[z],483,550,484,1.5,7.5,6,[z],1.5,642,1498,707,1472,[x],[x],[x],[x],2176,[x],[x],[x],[z],[z],[z]
2003-02,2003,2,2783,2229,[z],554,2731,2246,[z],485,595,555,1.6,7.6,6,[z],1.5,681,1548,602,1644,[x],[x],[x],[x],2243,[x],[x],[x],[z],[z],[z]
2003-03,2003,3,2855,2283,[z],572,3070,2524,[z],546,551,530,1.6,7.7,6.2,[z],1.6,720,1563,739,1785,[x],[x],[x],[x],2517,[x],[x],[x],[z],[z],[z]
2003-04,2003,4,2841,2249,[z],592,2942,2357,[z],585,626,641,1.6,7.8,6.2,[z],1.6,704,1545,746,1611,[x],[x],[x],[x],2353,[x],[x],[x],[z],[z],[z]
2003-05,2003,5,2908,2295,[z],613,2903,2280,[z],623,645,670,1.6,7.8,6.2,[z],1.6,645,1650,674,1606,[x],[x],[x],[x],2277,[x],[x],[x],[z],[z],[z]
2003-06,2003,6,2967,2222,[z],745,3053,2324,[z],729,641,665,1.7,8,6.3,[z],1.6,566,1656,595,1729,[x],[x],[x],[x],2320,[x],[x],[x],[z],[z],[z]
2003-07,2003,7,2978,2335,[z],643,3271,2558,[z],713,631,725,1.7,8.1,6.4,[z],1.7,649,1686,707,1851,[x],[x],[x],[x],2555,[x],[x],[x],[z],[z],[z]
2003-08,2003,8,2949,2326,[z],623,2752,2122,[z],630,627,663,1.7,8.1,6.4,[z],1.7,648,1678,579,1543,[x],[x],[x],[x],2118,[x],[x],[x],[z],[z],[z]
2003-09,2003,9,3157,2483,[z],674,3287,2564,[z],723,594,607,1.7,8.3,6.6,[z],1.8,701,1782,748,1816,[x],[x],[x],[x],2559,[x],[x],[x],[z],[z],[z]
2003-10,2003,10,3068,2506,[z],562,3234,2611,[z],623,565,603,1.7,8.4,6.7,[z],1.8,698,1808,698,1913,[x],[x],[x],[x],2606,[x],[x],[x],[z],[z],[z]
2003-11,2003,11,3176,2500,[z],676,2955,2337,[z],618,686,652,1.8,8.5,6.7,[z],1.8,664,1836,627,1710,[x],[x],[x],[x],2336,[x],[x],[x],[z],[z],[z]
2003-12,2003,12,3252,2477,[z],775,2759,1946,[z],813,803,720,1.8,8.7,6.8,[z],1.8,663,1814,562,1384,[x],[x],[x],[x],1945,[x],[x],[x],[z],[z],[z]
2004-01,2004,1,3189,2452,[z],737,2984,2374,[z],610,779,645,1.9,8.7,6.9,[z],1.9,688,1764,757,1617,[x],[x],[x],[x],2372,[x],[x],[x],[z],[z],[z]
2004-02,2004,2,3336,2597,[z],739,3217,2586,[z],631,761,703,1.9,8.9,6.9,[z],1.9,672,1925,592,1994,[x],[x],[x],[x],2583,[x],[x],[x],[z],[z],[z]
2004-03,2004,3,3745,2913,[z],832,4497,3624,[z],873,788,827,2,9.2,7.2,[z],2,609,2304,679,2945,[x],[x],[x],[x],3623,[x],[x],[x],[z],[z],[z]
2004-04,2004,4,3447,2638,[z],809,3456,2670,[z],786,789,785,2,9.3,7.3,[z],2,681,1957,680,1990,[x],[x],[x],[x],2665,[x],[x],[x],[z],[z],[z]
2004-05,2004,5,4067,3323,[z],744,3880,3165,[z],715,742,747,2,9.5,7.5,[z],2.1,692,2631,694,2471,[x],[x],[x],[x],3159,[x],[x],[x],[z],[z],[z]
2004-06,2004,6,3875,2943,[z],932,4195,3225,[z],970,931,994,2.1,9.8,7.7,[z],2.1,651,2292,723,2502,[x],[x],[x],[x],3218,[x],[x],[x],[z],[z],[z]
2004-07,2004,7,3952,3087,[z],865,4069,3159,[z],910,885,935,2.2,10,7.8,[z],2.2,695,2392,721,2438,[x],[x],[x],[x],3150,[x],[x],[x],[z],[z],[z]
2004-08,2004,8,4201,3141,[z],1060,4144,3022,[z],1122,970,1081,2.3,10.3,8.1,[z],2.3,716,2425,673,2349,[x],[x],[x],[x],3014,[x],[x],[x],[z],[z],[z]
2004-09,2004,9,3951,3121,[z],830,3973,3097,[z],876,964,987,2.3,10.5,8.2,[z],2.3,679,2442,685,2412,[x],[x],[x],[x],3096,[x],[x],[x],[z],[z],[z]
2004-10,2004,10,4262,3177,[z],1085,4132,3049,[z],1083,1036,1029,2.4,10.7,8.3,[z],2.4,607,2570,581,2468,[x],[x],[x],[x],3042,[x],[x],[x],[z],[z],[z]
2004-11,2004,11,4297,3216,[z],1081,4504,3406,[z],1098,1048,1082,2.5,11.1,8.5,[z],2.5,697,2519,733,2673,[x],[x],[x],[x],3399,[x],[x],[x],[z],[z],[z]
2004-12,2004,12,4244,3244,[z],1000,3517,2477,[z],1040,1034,911,2.6,11.3,8.7,[z],2.6,651,2593,521,1956,[x],[x],[x],[x],2472,[x],[x],[x],[z],[z],[z]
2005-01,2005,1,4264,3239,[z],1025,3851,3048,[z],803,1085,879,2.6,11.4,8.8,[z],2.6,707,2532,774,2274,[x],[x],[x],[x],3040,[x],[x],[x],[z],[z],[z]
2005-02,2005,2,4471,3274,[z],1197,4349,3347,[z],1002,1129,1007,2.7,11.7,9,[z],2.7,593,2681,537,2810,[x],[x],[x],[x],3337,[x],[x],[x],[z],[z],[z]
2005-03,2005,3,4568,3364,[z],1204,5041,3850,[z],1191,1239,1376,2.8,11.8,9,[z],2.8,661,2703,704,3146,[x],[x],[x],[x],3843,[x],[x],[x],[z],[z],[z]
2005-04,2005,4,5210,3884,[z],1326,5428,4135,[z],1293,1393,1303,3,12.3,9.4,[z],2.9,832,3052,835,3300,[x],[x],[x],[x],4126,[x],[x],[x],[z],[z],[z]
2005-05,2005,5,5295,3785,[z],1510,5338,3803,[z],1535,1484,1572,3.2,12.6,9.5,[z],3.1,751,3034,769,3034,[x],[x],[x],[x],3793,[x],[x],[x],[z],[z],[z]
2005-06,2005,6,5679,4100,[z],1579,6115,4435,[z],1680,1613,1748,3.3,13.1,9.8,[z],3.3,829,3271,879,3556,[x],[x],[x],[x],4425,[x],[x],[x],[z],[z],[z]
2005-07,2005,7,5817,4030,[z],1787,5760,3965,[z],1795,1696,1719,3.5,13.5,10,[z],3.5,819,3211,815,3150,[x],[x],[x],[x],3943,[x],[x],[x],[z],[z],[z]
2005-08,2005,8,5819,4068,[z],1751,6112,4169,[z],1943,1755,1996,3.7,13.9,10.3,[z],3.7,775,3293,790,3379,[x],[x],[x],[x],4155,[x],[x],[x],[z],[z],[z]
2005-09,2005,9,6053,4183,[z],1870,6143,4170,[z],1973,1957,1997,4,14.5,10.5,[z],3.9,798,3385,796,3374,[x],[x],[x],[x],4155,[x],[x],[x],[z],[z],[z]
2005-10,2005,10,6390,4375,[z],2015,6348,4331,[z],2017,2154,2187,4.3,15,10.8,[z],4.2,839,3536,830,3501,[x],[x],[x],[x],4301,[x],[x],[x],[z],[z],[z]
2005-11,2005,11,6763,4378,[z],2385,7092,4642,[z],2450,2422,2533,4.6,15.6,11.1,[z],4.5,816,3562,867,3775,[x],[x],[x],[x],4603,[x],[x],[x],[z],[z],[z]
2005-12,2005,12,7260,4753,[z],2507,6012,3538,[z],2474,2481,2092,4.9,16.2,11.3,[z],4.8,845,3908,669,2869,[x],[x],[x],[x],3513,[x],[x],[x],[z],[z],[z]
2006-01,2006,1,7595,4939,[z],2656,7104,4904,[z],2200,3069,2556,5.3,16.9,11.8,[z],5.2,884,4055,1016,3888,[x],[x],[x],[x],4869,[x],[x],[x],[z],[z],[z]
2006-02,2006,2,7895,5061,[z],2834,7540,5189,[z],2351,2780,2430,5.6,17.7,12.2,[z],5.5,901,4160,825,4364,[x],[x],[x],[x],5121,[x],[x],[x],[z],[z],[z]
2006-03,2006,3,7976,5127,[z],2849,9333,6288,[z],3045,3278,3509,6.1,18.7,12.8,[z],5.9,903,4224,952,5336,[x],[x],[x],[x],6190,[x],[x],[x],[z],[z],[z]
2006-04,2006,4,8509,5060,[z],3449,7728,4764,[z],2964,3380,3211,6.6,19.2,12.9,[z],6.3,805,4255,752,4012,[x],[x],[x],[x],4649,[x],[x],[x],[z],[z],[z]
2006-05,2006,5,8922,5025,[z],3897,9484,5294,[z],4190,3587,3832,7.1,20.2,13.3,[z],6.9,800,4225,862,4432,[x],[x],[x],[x],5139,[x],[x],[x],[z],[z],[z]
2006-06,2006,6,8789,5123,[z],3666,9475,5491,[z],3984,3739,3975,7.6,21,13.5,[z],7.5,827,4296,863,4628,[x],[x],[x],[x],5290,[x],[x],[x],[z],[z],[z]
2006-07,2006,7,9096,5115,[z],3981,9101,5080,[z],4021,3991,4051,8.2,21.8,13.8,[z],8,764,4351,779,4301,[x],[x],[x],[x],4809,[x],[x],[x],[z],[z],[z]
2006-08,2006,8,9370,5252,[z],4118,9721,5174,[z],4547,4138,4667,8.8,22.6,14,[z],8.6,820,4432,821,4353,[x],[x],[x],[x],4260,[x],[x],[x],[z],[z],[z]
2006-09,2006,9,9383,5411,[z],3972,9183,5184,[z],3999,4265,4158,9.3,23.3,14.2,[z],9.1,796,4615,791,4393,[x],[x],[x],[x],1246,[x],[x],[x],[z],[z],[z]
2006-10,2006,10,9781,5513,[z],4268,10222,5739,[z],4483,4389,4694,9.9,24.2,14.5,[z],9.7,832,4681,865,4874,[x],[x],[x],[x],3,[x],[x],[x],[z],[z],[z]
2006-11,2006,11,9773,5628,[z],4145,10118,5818,[z],4300,4420,4677,10.4,24.9,14.8,[z],10.1,821,4807,846,4972,[x],[x],[x],[x],3,[x],[x],[x],[z],[z],[z]
2006-12,2006,12,10020,5891,[z],4129,8098,4218,[z],3880,4190,3467,10.7,25.4,15,[z],10.4,925,4966,705,3513,[x],[x],[x],[x],4,[x],[x],[x],[z],[z],[z]
2007-01,2007,1,9655,5392,[z],4263,9448,5642,[z],3806,4182,3527,10.9,25.9,15.1,[z],10.8,796,4596,969,4673,569,4797,648,4991,3,[x],[x],[x],[z],[z],[z]
2007-02,2007,2,9459,5546,[z],3913,8906,5645,[z],3261,3914,3449,11.2,26.2,15.2,[z],11,828,4718,753,4892,580,4951,593,5050,2,[x],[x],[x],[z],[z],[z]
2007-03,2007,3,9742,5743,[z],3999,10834,6684,[z],4150,3916,4164,11.3,26.6,15.3,[z],11.3,882,4861,906,5778,640,5062,753,5927,4,[x],[x],[x],[z],[z],[z]
2007-04,2007,4,9264,5431,[z],3833,8845,5356,[z],3489,3792,3767,11.4,26.8,15.4,[z],11.4,841,4590,788,4568,560,4894,534,4821,1,[x],[x],[x],[z],[z],[z]
2007-05,2007,5,9150,5663,[z],3487,9450,5658,[z],3792,3364,3661,11.4,26.8,15.5,[z],11.3,941,4722,958,4700,619,5059,622,5030,6,[x],[x],[x],[z],[z],[z]
2007-06,2007,6,8810,5511,[z],3299,9074,5565,[z],3509,3439,3517,11.3,26.7,15.5,[z],11.1,869,4642,885,4680,642,4997,612,4949,4,[x],[x],[x],[z],[z],[z]
2007-07,2007,7,8613,5387,[z],3226,9011,5560,[z],3451,3423,3666,11.2,26.6,15.6,[z],11,866,4521,904,4656,589,4789,569,4985,6,[x],[x],[x],[z],[z],[z]
2007-08,2007,8,9130,5470,[z],3660,9310,5269,[z],4041,3271,3603,10.9,26.5,15.6,[z],10.9,879,4591,860,4409,611,4879,572,4691,6,[x],[x],[x],[z],[z],[z]
2007-09,2007,9,8603,5449,[z],3154,7952,4891,[z],3061,3247,3205,10.7,26.2,15.5,[z],10.6,848,4601,791,4100,588,4753,523,4364,4,[x],[x],[x],[z],[z],[z]
2007-10,2007,10,8072,4971,[z],3101,8863,5445,[z],3418,3025,3349,10.4,25.8,15.5,[z],10.4,873,4098,966,4479,573,4454,626,4817,2,[x],[x],[x],[z],[z],[z]
2007-11,2007,11,8153,5248,[z],2905,8432,5397,[z],3035,3011,3160,10,25.4,15.3,[z],10.1,910,4338,926,4471,582,4628,629,4763,5,[x],[x],[x],[z],[z],[z]
2007-12,2007,12,7886,4890,[z],2996,6412,3589,[z],2823,3373,2888,9.9,25,15.2,[z],9.8,756,4134,584,3005,533,4305,405,3180,4,[x],[x],[x],[z],[z],[z]
2008-01,2008,1,8532,5277,[z],3255,8337,5398,[z],2939,3189,2657,9.6,24.7,15.1,[z],9.6,913,4364,1063,4335,660,4576,760,4636,2,[x],[x],[x],[z],[z],[z]
2008-02,2008,2,8516,5246,[z],3270,8389,5571,[z],2818,3292,2998,9.5,24.6,15.1,[z],9.5,901,4345,842,4729,616,4630,650,4916,5,[x],[x],[x],[z],[z],[z]
2008-03,2008,3,7956,4772,[z],3184,8021,5052,[z],2969,3234,3429,9.3,23.9,14.7,[z],9.2,776,3996,769,4283,511,4192,562,4483,7,[x],[x],[x],[z],[z],[z]
2008-04,2008,4,8294,5356,[z],2938,8943,5957,[z],2986,2932,2962,9.1,23.9,14.8,[z],9.1,965,4391,969,4988,618,4702,663,5286,8,[x],[x],[x],[z],[z],[z]
2008-05,2008,5,7693,5243,[z],2450,7429,4938,[z],2491,3075,3110,9,23.4,14.6,[z],8.8,838,4405,810,4128,555,4695,524,4412,2,[x],[x],[x],[z],[z],[z]
